	FCBH/DBS	ISO	Language	Year	description	exist_API	exist_BibleIS
1153	BQCSIM	bqc	Boko	2010	Boko (Benin) 2010 Edition	True	True
1154	BUSSIM	bus	Bokobaru	2005	Bokobaru 2005 Edition	True	True
1155	BKYBSN	bky	Bokyi	1985	The New Testament in Bokyi	True	True
1156	BNPWBT	bnp	Bola	2011	The Scriptures in Bola	True	True
1157	SMKWBT	smk	Bolinao	2012	The New Testament in Bolinao	False	False
1158	BMQBSM	bmq	Bomu	2012	Bomu 2012 Edition	True	True
1159	BDGWBT	bdg	Bonggi	2015	Portions of the Bible in Bonggi	False	False
1160	BOATBL	boa	Bora	1982	The Scriptures in Bora	True	True
1161	GAXBSK	gax	Borana-Arsi-Guji Oromo	1994	1994 Edition	False	False
1162	GAXTBN	gax	Borana-Arsi-Guji Oromo	2007	New Testament in Borana	False	False
1163	KVNWBT	kvn	Border Kuna	2009	The New Testament in Border Kuna	True	True
1164	GAIMNT	gai	Borei	2016	Mbore New Testament	False	False
1165	GAIPBT	gai	Borei		PBT Version	True	True
1166	FUESIM	fue	Borgu Fulfulde	2011	New Testament in Fulfulde, Borgu	True	True
1167	KSRPNG	ksr	Borong	2011	Borong 2011 Edition	True	True
1168	BOSSPS	bos	Bosnian	1861	Saric Bosnian Version	False	False
1169	SBLTBL	sbl	Botolan Sambal	2005	Botolan Sambal 2005 Edition	True	True
1170	WRAWBV	wra	Warapu		Warapu Bible (Bouni Barupu)	False	False
1171	WRAWPV	wra	Warapu		Warapu Bible (Bouni Pou)	False	False
1172	BRHGEN	brh	Brahui	1998	The Scriptures in Brahui	False	False
1173	BREBRB	bre	Breton	1827	The Breton Bible	False	False
1174	BZDWBT	bzd	Bribri	2010	Common Language (Popular Version)	False	False
1175	PLWWBT	plw	Brooke's Point Palawano	2013	Brooke's Point Palawano 2013 Edition	True	True
1176	CFMBIV	cbl	Bualkhaw Chin		2012 Edition	True	True
1177	BOXWYI	box	Buamu	2012	Buamu 2012 Edition	True	True
1178	BVBNEW	bvb	Bube	2016	Bube First New Testament Diglot	False	False
1179	APETBL	buk	Bugawac	1994	Mountain Arapesh New Testament	False	False
1180	BUKLBT	buk	Bugawac	2000	New Testament in Bukawa	True	True
1181	BGTGEN	bgt	Bughotu	1973	The Book of Genesis in Bugotu	False	False
1182	BGTNEW	bgt	Bughotu	2009	Bughotu New Testament	False	False
1183	BUGLAI	bug	Bugis	1997	Today's Bugis Version, 1997	False	False
1184	SABWBT	sab	Buglere	2008	Buglere 2008 Edition	True	True
1185	UBLTAP	ubl	Buhi'non Bikol	2017	2017 Edition	True	True
1186	BKUOMF	bku	Buhid	1988	Buhid 1988 Edition	True	True
1187	BXHWBT	bxh	Buhutu	2015	Buhutu Gospel of Mark	False	False
1188	SDOHSH	sdo	Bukar Sadong	1858	The Bible in Dayak	False	False
1189	APEACA	ape	Bukiyip	1994	The New Testament in Coastal Arapesh	False	False
1190	APEAMA	ape	Bukiyip	2003	The New Testament in Mountain Arapesh	False	False
1191	APEWBT	ape	Bukiyip		1994 Edition	True	True
1192	BXKBSK	bxk	Bukusu	2002	The New Testament in Bukusu 2002 Edition	False	False
1193	BXKBXK	bxk	Bukusu	2007	Lubukusu Bible	False	False
1194	BXKK68	bxk	Bukusu	1968	Luyia Bukusu New Testament, Psalms	False	False
1195	BULB14	bul	Bulgarian	1914	Bulgarian Bible (1914)	False	False
1196	BULB40	bul	Bulgarian	1940	1940 Bulgarian Bible	True	True
1197	BULBBN	bul	Bulgarian	1998	The New Testament in Banat Bulgarian	False	False
1198	BULBBS	bul	Bulgarian	2013	Contemporary Bulgarian Bible	True	True
1199	BULBNT	bul	Bulgarian	1823	The New Testament in Bulgarian	False	False
1200	BULERV	bul	Bulgarian	2000	Bulgarian Easy-to-Read Version	False	False
1201	BULPRB	bul	Bulgarian	1924	1924 Protestant Bible	False	False
1202	BULSYN	bul	Bulgarian	1982	Bulgarian Synod Translation	False	False
1203	BULTSB	bul	Bulgarian	1871	The Tsarigrad (Constantinople) Edition	False	False
1204	BULVER	bul	Bulgarian	2010	Veren's Contemporary Bible	False	False
1205	BULWBT	bul	Bulgarian	2004	Bulgarian Easy to Read Version	False	False
1206	BULPBR07	bul	Bulgarian	2007	Bulgarian Protestant Bible (Revised)	False	False
1207	BWUTBL	bwu	Buli	1995	Buli (Ghana) 1995 Edition	True	True
1208	BUMBSC	bum	Bulu	1992	The New Testament in Bulu for Cameroon	False	False
1209	BUMBUM	bum	Bulu	2007	Bulu Bible	False	False
1210	BMVBMV	bmv	Bum	2014	The New Testament in Bum	False	False
1211	BMVCAB	bmv	Bum		2014 Edition	True	True
1212	AONTBL	aon	Bumbita Arapesh	2003	Bumbita Arapesh 2003 Edition	True	True
1213	BDDPNG	bdd	Bunama	1991	Bunama 1991 Edition	False	False
1214	BDDWBT	bdd	Bunama		1991 Edition	True	True
1215	BNNNEW	bnn	Bunun	1973	Bunun New Testament	False	False
1216	BWRBSN	bwr	Bura-Pabir	1986	The New Testament in Bura	True	True
1217	BVRWBT	bvr	Burarra	2008	Burrara New Testament	False	False
1218	BUAIBT	bua	Buriat	2010	Buryat New Testament	False	False
1219	BJIBNT	bji	Burji	1993	Burji New Testament	False	False
1220	1MYSLS	mya	Burmese	2014	Yangon Sign Language Bible	False	False
1221	MYABCL	mya	Burmese	2005	Burmese Common Language Version	False	False
1222	MYABJB	mya	Burmese	1834	Judson Bible	False	False
1223	MYAGRV	mya	Burmese	2012	Garrad Revised Version	False	False
1224	MYAMGR	mya	Burmese	1933	McGuire Revised Version	False	False
1225	MYAMSB	mya	Burmese	2014	Myanmar Standard Bible	False	False
1226	MYARNT	mya	Burmese	1903	The Revised New Testament	False	False
1227	MYAWBT	mya	Burmese	2013	Burmese Easy To Read	False	False
1228	MYABFBS	mya	Burmese	1926	Burmese Translation (BFBS)	False	False
1229	BQPSIM	bqp	Busa	2005	2005 Edition	True	True
1230	BSNBSN	bsm	Busami	2010	New Testament in Barasana-Eduria	False	False
1231	BWDWBT	bwd	Bwaidoka	2017	Genesis in Bwaidoka	False	False
1232	TTETBL	tte	Bwanabwana	2003	Tubetube (Bwanabwana) New Testament	False	False
1233	TTEWBT	tte	Bwanabwana	2003	Bwanabwana 2003 Edition	True	True
1234	CJPTJV	cjp	Cabécar	2014	Cabécar Traducciones al Cabecar Edition	True	True
1235	CBVTBL	cbv	Cacua	2004	Cacua 2004 Edition	True	True
1236	QVCTBL	qvc	Cajamarca Quechua	2004	Cajamarca Quechua 2004 Edition	True	True
1237	ZADWBT	zad	Cajonos Zapotec	2011	The New Testament in Cajonos Zapotec	False	False
1238	TBKTBK	tbk	Calamian Tagbanwa	2008	The New Covenant	False	False
1239	CLUMBB	clu	Caluyanun	1990	The New Testament in Caluyanun	False	False
1240	RMQLUK	rmq	Caló	1872	Caló Gospel of Luke 1872	False	False
1241	RMQRMQ	rmq	Caló	2015	Caló Gospel of Luke 1837	False	False
1242	MCUTBL	mcu	Cameroon Mambila	2001	Cameroon Mambila 2001 Edition	True	True
1243	WESFUL	wes	Cameroon Pidgin	2000	Cameroon Pidgin New Testament	False	False
1244	KBHWBT	kbh	Camsá	1990	Camsá 1990 Edition	True	True
1245	CBUWBT	cbu	Candoshi-Shapra	2010	The New Testament in Candoshi-Shapra	False	False
1246	RAMWBT	ram	Canela	1990	Bible portions in Canela	False	False
1247	KAQWBT	kaq	Capanahua	2008	The New Testament in Capanahua	False	False
1248	COTTBL	cot	Caquinte	2005	Caquinte 2005 Edition	True	True
1249	CAQWBT	caq	Car Nicobarese	2014	Nicobarese Bible	False	False
1250	CBCWBT	cbc	Carapana	1992	Carapana 1992 Edition	True	True
1251	HNSWBT	hns	Caribbean Hindustani	1997	Caribbean Hindustani 1997 Edition	True	True
1252	JVNTBL	jvn	Caribbean Javanese	1999	Caribbean Javanese 1999 Edition	True	True
1253	RMCWFW	rmc	Carpathian Romani	2013	Carpathian Romani WFW Edition	True	True
1254	MOR1936	rmc	Carpathian Romani	2016	The Acts of the Apostles in Moravian Romani 1936	False	False
1255	RMCENZNT	rmc	Carpathian Romani	2014	New Testament in the East Slovak Romani 	False	False
1256	BCRROM	crx	Carrier	1977	The Book of Romans in Carrier	False	False
1257	CRXNNT	crx	Carrier	1995	The New Testament in Nak'albun/Dzinhubun	False	False
1258	CRXUNT	crx	Carrier	2002	The New Testament in Ulkatcho	False	False
1259	CBRWBT	cbr	Cashibo-Cacataibo	2011	The New Testament in Cashibo-Cacataibo	False	False
1260	CBSBSP	cbs	Cashinahua	2008	Cashinahua 2008 Edition	True	True
1261	CBSBZL	cbs	Cashinahua	2008	New Testament in Kashinawa for Brasil	False	False
1262	CBSWBT	cbs	Cashinahua	2008	New Testament in Kashinawa for Peru	False	False
1263	DGCDGC	dgc	Casiguran Dumagat Agta	1965	The Book of Genesis in Casiguran Dumagat Agta	False	False
1264	DGCWBT	dgc	Casiguran Dumagat Agta	1979	New Testament in Agta, Casiguran Dumagat	False	False
1265	CATBCI	cat	Catalan-Valencian-Balear	1993	Catalan Interdenominational Bible	False	False
1266	CATBEC	cat	Catalan-Valencian-Balear	2000	Catalan Evangelical Bible	False	False
1267	CATCNT	cat	Catalan-Valencian-Balear	1988	The New Testament in Catalan	False	False
1268	CATHBC	cat	Catalan-Valencian-Balear	1987	The Holy Bible in Catalan	False	False
1269	CATHSC	cat	Catalan-Valencian-Balear	2009	The Holy Scriptures	False	False
1270	CATSBE	cat	Catalan-Valencian-Balear	2008	The Catalan Interfaith Bible	False	False
1271	CSCSLV	csc	Catalonian Sign Language	2015	Spanish (Catalan) Sign Language Bible Portions	True	False
1272	CAVWBT	cav	Cavineña	2012	The New Testament in Cavineña	False	False
1273	QXRBSE	qxr	Cañar Highland Quichua	2010	Cañar Quichua 2010 Edition	True	True
1274	QXRLBT	qxr	Cañar Highland Quichua	2011	Cañar Quichua Old Testament	False	False
1275	SEFULL	sef	Cebaara Senoufo	2010	Cebaara Sénoufo 2007 Edition	False	False
1276	CEBCBV	ceb	Cebuano	1988	Cebuano Bible Version	True	True
1277	CEBPVV	ceb	Cebuano	1973	Cebuano Popular Version	True	True
1278	CEBRPV	ceb	Cebuano	1999	Cebuano Revised Popular Version	True	True
1279	CEBWOG	ceb	Cebuano	2001	The Word of God Version	False	False
1280	TZMPOR	tzm	Central Atlas Tamazight	2012	Scripture Portions in Atlas Berber (Arabic Script)	False	False
1281	AYRAYR	ayr	Central Aymara		Aymara New Testament	False	False
1282	AYRBSB	ayr	Central Aymara	2011	Central Aymara 2011 Edition	False	False
1283	AYRSBU	ayr	Central Aymara	1997	Central Aymara 1997 Edition	False	False
1284	BCLBPV	bcl	Central Bicolano	1992	Central Bicolano Bikol Popular Version	True	True
1285	BCLBPVD	bcl	Central Bicolano	1992	Bikol Popular Version (with Deuterocanon)	False	False
1286	LBKWBT	lbk	Central Bontok	1992	The New Testament in Bontok	False	False
1287	AGTWBT	agt	Central Cagayan Agta	1992	Central Cagayan Agta New Testament	False	False
1288	NCHTBL	nch	Central Huasteca Nahuatl	2005	Central Huasteca Nahuatl 2005 Edition	True	True
1289	NHEGEN	nch	Central Huasteca Nahuatl	1974	The Book of Genesis in Huasteca Nahuatl	False	False
1290	KNCNEW	knc	Central Kanuri	1997	Central Kanuri New Testament (1997 Edition)	False	False
1291	KHMBSC	khm	Central Khmer	2014	Central Khmer Standard Version	False	False
1292	KHMHOV	khm	Central Khmer		Hammond Version	False	False
1293	KHMKCB	khm	Central Khmer	2012	Khmer Christian Bible	False	False
1294	KHMKOV	khm	Central Khmer	1954	Khmer Old Version	False	False
1295	KHMKSV	khm	Central Khmer	2005	Khmer Standard Version	False	False
1296	KHMUBS	khm	Central Khmer	1993	Khmer New Testament (1993 Version)	False	False
1297	CKBCNT	ckb	Central Kurdish	1999	Sorani New Testament	False	False
1298	PSELAI	pse	Pasemah	1995	The New Testament in Serawai	True	True
1299	MAZTBL	maz	Mazahua Central	2007	Central Mazahua 2007 Edition	True	True
1300	CMOBSCM	cmo	Central Mnong	2016	New Testament in Mnong, Central	False	False
1301	PBSTBL	pbs	Central Pame	2018	1998 Edition	False	False
1302	PBSWBT	pbs	Central Pame	2005	The Gospel of John in Central Pame	False	False
1303	SMLTBL	sml	Central Sama	2008	Central Sama 2008 Edition	True	True
1304	ESSWYI	ess	Central Siberian Yupik	2018	WBT Version	True	True
1305	SYBWBT	syb	Central Subanen	1993	The Bible in Central Subanen	False	False
1306	TARWBT	tar	Central Tarahumara	2011	Samachique Tarahumara New Testament	False	False
1307	TUFWYI	tuf	Central Tunebo	1987	Central Tunebo 1987 Edition	True	True
1308	ESUGOS	esu	Central Yupik	1920	The Gospel of Mark in Yup'ik	False	False
1309	ESUMOV	esu	Central Yupik	1956	Yup'ik Bible (Modern Orthography)	False	False
1310	ESUNTP	esu	Central Yupik	1929	The New Testament and Psalms	False	False
1311	FUQWBT	fuq	Central-Eastern Niger Fulfulde	2015	Eastern Fulfulde New Testament	True	True
1312	CMEWBT	cme	Cerma	2011	Cerma 2011 Edition	True	True
1313	CBITBL	cbi	Chachi	2008	Genesis, Exodus and the New Testament in Chachi	True	True
1314	SHUATA	shu	Chadian Spoken Arabic	2012	Chadian Arabic New Testament, Arabic Script	False	False
1315	SHUATL	shu	Chadian Spoken Arabic	2012	Chadian Arabic New Testament, Roman Script	False	False
1316	CCPBIV	ccp	Chakma	2012	Chakma 2012 Edition	True	True
1317	CLDBFB	cld	Chaldean Neo-Aramaic	1954	Chaldean New Testament (Syriac)	False	False
1318	CLDBFBA	cld	Chaldean Neo-Aramaic	2006	Chaldean New Testament (Arabic)	False	False
1319	CEGNTP	ceg	Chamacoco	2000	Chamacoco 2000 Edition	True	True
1320	CDHOCB	cdh	Chambeali	2017	Chambeali Bible	False	False
1321	CHACHA	cha	Chamorro	1908	Chamorro: Y Santa Biblia (1908)	False	False
1322	NBCBSI	nbc	Chang Naga	2002	The Bible in Chang Naga	False	False
1323	CBKWBT	cbk	Chavacano	1981	The New Testament in Chavacano	False	False
1324	CBTTBL	cbt	Chayahuita	2011	Chayahuita 2011 Edition	True	True
1325	MIHWBT	mih	Chayuco Mixtec	1979	The New Testament in Mixtec, Chayuco	False	False
1326	CHEIBT	che	Chechen	2012	2012 Edition	True	True
1327	CHRCNT	chr	Cherokee	1860	The New Testament in Cherokee	False	False
1328	CHRPDV	chr	Cherokee		Public Domain Version	True	True
1329	CHRROT	chr	Cherokee	1856	Portions of the Old Testament in Cherokee	False	False
1330	CHYCHB	chy	Cheyenne	2007	Portions of The Holy Bible in Cheyenne	False	False
1331	CHYCNT	chy	Cheyenne	1934	The New Testament in Cheyenne	False	False
1332	HNEBGC	hne	Chhattisgarhi	2014	Chhattisgarhi New Testament	True	True
1333	HNEBSI	hne	Chhattisgarhi	2018	BSI Version	False	False
1334	TRSUTI	trs	Chicahuaxtla Triqui	2015	Triqui Chicahuaxtla	True	True
1335	ZPVTBL	zpv	Chichicapan Zapotec	2009	Zapoteco de Chichicapan New Testament	False	False
1336	CLCMRK	clc	Chilcotin	1993	The Gospel of Mark	False	False
1337	QUGCHB	qug	Chimborazo Highland Quichua	1989	Chimborazo Highland Quichua Bible	False	False
1338	QUGMTD	qug	Chimborazo Highland Quichua	2010	The New Testament in Quichua, Chimborazo	False	False
1339	QUGSBE	qug	Chimborazo Highland Quichua	2003	The New Testament in Chimborazo Quichua	True	True
1340	NANARV		Min Nan Chinese	1933	Amoy Romanized Bible	False	False
1341	NANHNR		Min Nan Chinese	1890	Portions of the Bible in Hainan (Romanised)	False	False
1342	NANPCS		Min Nan Chinese	1898	Colloquial Shantou New Testament and Portions	False	False
1343	NANTBC		Min Nan Chinese	1996	Taiwanese Bible Character Book	False	False
1344	NANTBN		Min Nan Chinese	1990	New Testament in Chinese, Min Nan	False	False
1345	NANTNT		Min Nan Chinese	1915	The New Testament in the Teochew Dialect	False	False
1346	NANTTV		Min Nan Chinese	1990	Today's Taiwanese Version	True	True
1347	NANTTRV		Min Nan Chinese	2008	Today's Taiwanese Romanized Version	False	False
1348	CAPC09	cap	Chipaya	2009	The New Testament in Chipaya	False	False
1349	CAPSBB	cap	Chipaya	2004	Chipaya 2004 Edition	True	True
1350	CHPCNT	chp	Chipewyan	1881	The New Testament in Chipewyan	False	False
1351	CIWCNT	ciw	Chippewa	1833	Chippewa New Testament	False	False
1352	MAQTBL	maq	Chiquihuitlán Mazatec	1991	Chiquihuite Mazatec 1991 Edition	True	True
1353	CAXSBB	cax	Chiquitano	2002	The New Testament in Chiquitano 2002	True	True
1354	CAXWBT	cax	Chiquitano	1980	The New Testament in Chiquitano 1980	False	False
1355	NHDN13	nhd	Chiripá	2013	The New Tesament in Paraguayan Guarani	False	False
1356	NHDNHD	nhd	Chiripá	2006	Guaraní Bible	False	False
1357	CDFBIV	cdf	Chiru	2009	New Testament in Chiru	True	True
1358	CTGBSB	ctg	Chittagonian		BSB Version	True	True
1359	ZPCTBL	zpc	Choapan Zapotec	2010	Zapoteco del Choapan New Testament	True	True
1360	CHOABT	cho	Choctaw	2005	The Gospel of Mark in Choctaw	False	False
1361	CHOCNT	cho	Choctaw	1854	New Testament in Choctaw language	False	False
1362	CHOPOT	cho	Choctaw	1996	Portions of the Old Testament	False	False
1363	CJKCFB	cjk	Chokwe	1970	Chokwe Bible	False	False
1364	CTU976	ctu	Tumbalá Chol	1976	Chol New Testament	False	False
1365	CTUBLI	ctu	Tumbalá Chol	1977	The Bible in Chol Tumbala	False	False
1366	CTUCTI	ctu	Tumbalá Chol	2008	The Bible in Chol de Tila	False	False
1367	CTUWBT	ctu	Tumbalá Chol	1976	The New Testament in Chol Tila	False	False
1368	CCEFUL	cce	Chopi	2016	Txitxopi 1999 Edition	False	False
1369	CAAWBT	caa	Chortí	1996	Ch'orti'­ 1996 Edition	True	True
1370	NCTNTT	nct	Chothe Naga	2016	Naga Chothe New Testament	False	False
1371	CJECWK	cje	Chru		Portions of the Bible in Chru	False	False
1372	CJVTBL	cjv	Chuave	1992	Chuave 1992 Edition	True	True
1373	CACC93	cac	San Sebastián Coatán Chuj	1993	Chuj 1993 Edition	False	False
1374	CACSBG	cac	San Sebastián Coatán Chuj	1999	Chuj 1999 Edition	True	True
1375	CNMGVR	cnm	Ixtatán Chuj	2018	2007 Edition	True	True
1376	CNMRGB	cnm	Ixtatán Chuj		2007 Edition	True	True
1377	CACRGB	cac	San Sebastián Coatán Chuj	2007	Chuj 2007 Edition	False	False
1378	CKTIBT	ckt	Chukot	2009	Chukchi 2004 Edition	False	False
1379	NCUWBT	ncu	Chumburung	1988	Chumburung 1988 Edition	True	True
1380	CHUSOC	chu	Old Church Slavonic	1581	Ostrog Bible	False	False
1381	CHKBSM	chk	Chuukese	2011	Paipel	False	False
1382	CHKIBT	chk	Chuukese	2003	Chukchi Luke	False	False
1383	CHVIBT	chv	Chuvash	2009	New Testament in Chuvash	True	True
1384	CAOWBT	cao	Chácobo	2010	The New Testament in Chacobo	False	False
1385	ASGWBT	asg	Cishingini	2012	The New Testament in Cishingini	True	True
1386	ZCAWBT	zca	Coatecas Altas Zapotec	2013	Coatecas Altas Zapotec WBT Version	False	False
1387	MCOTBL	mco	Coatlán Mixe	1976	Mixe De Coatlan 1976 Edition	True	True
1388	MIZTBL	miz	Coatzospan Mixtec	2003	Coatzospan Mixtec 2003 Edition	True	True
1389	CONWBT	con	Cofán	1998	Cofán 1998 Edition	True	True
1390	KOGWBT	kog	Cogui	2014	The New Testament in Kogi-Cogui	True	True
1391	CSNSLV	csn	Colombian Sign Language	2006	Colombian Sign Language Bible Portions	True	False
1392	COFWBT	cof	Colorado	1990	Colorado Bible	True	True
1393	CCOTBL	cco	Comaltepec Chinantec	2002	Comaltepec Chinantec 2002 Edition	True	True
1394	COMMRK	com	Comanche	1958	The Gospel of Mark	False	False
1395	SWCSBZ	swc	Congo Swahili	2007	Kiswahili New Testament	True	True
1396	TRCWBT	trc	Copala Triqui	1987	The New Testament in Copala Triqui	False	False
1397	COPNNT	cop	Coptic	1898	The Northern Coptic New Testament	False	False
1398	COPSHC	cop	Coptic	2000-2006	Coptic Sahidic New Testament	False	False
1399	COPSNT	cop	Coptic	1911	The Southern Coptic New Testament	False	False
1400	COPTSM	cop	Coptic	2009	The Sahidica Manuscripts	False	False
1401	CRNPDR	crn	El Nayar Cora	1999	The Bible in El Nayar	False	False
1402	CORCHB	cor	Cornish	2011	The Holy Bible	False	False
1403	CORCNT	cor	Cornish	2004	The New Testament in Cornish	False	False
1404	CORGOS	cor	Cornish	1989	The Gospels in Cornish	False	False
1405	CORJCN	cor	Cornish	2002	Cornish New Testament	False	False
1406	COSCCB	cos	Corsican	2005	The Corsican Bible	False	False
1407	MTATBL	mta	Cotabato Manobo	1988	Cotabato Manobo WBT Version	True	True
1408	TOCTBL	toc	Coyutla Totonac	2006	Coyutla Totonac 2006 Edition	True	True
1409	CRECNT	cre	Cree	1876	Cree New Testament	False	False
1410	CREPSD	cre	Cree	1875	Psalms of David in Cree	False	False
1411	MUSGEN	mus	Muskogee	1893	The Book of Genesis in Muskogee	False	False
1412	MUSMNT	mus	Muskogee	1906	The New Testament in Muskogee	False	False
1413	CRHIBT	crh	Crimean Turkish	2008	Crimean Tatar 2016 Edition	True	True
1414	CRHBIBT	crh	Crimean Turkish	2016	Crimean Tatar Bible	False	False
1415	HRVCBV	hrv	Croatian	1990	Croatian Bible	False	False
1416	HRVCKK	hrv	Croatian	2000	Croatian New Testament	False	False
1417	HRVCNT	hrv	Croatian	1994	The Old and New Testament in Croatian	False	False
1418	HRVERV	hrv	Croatian	2006	Croatian Easy-to-Read New Testament	False	False
1419	HRVHNZ	hrv	Croatian	2001	Croatian Rijeka Bible	False	False
1420	HRVSAR	hrv	Croatian	1942	Croatian Saric Translation	False	False
1421	CRONAC	cro	Crow	1991	New American Catholic Version	False	False
1422	CUBWBT	cub	Cubeo	2009	The New Testament in Cubeo	True	True
1423	CUIWBT	cui	Cuiba	1987	Cuiba 1987 Edition	True	True
1424	CULWBT	cul	Culina	1978	The Bible in Culina	True	True
1425	QUZBIV	quz	Cusco Quechua	2011	Cusco Quechua 2011 Edition	True	True
1426	QUZPBS	quz	Cusco Quechua	2004	Cusco Quechua 2004 Edition	True	True
1427	CES21T	ces	Czech	2009	21st Century Translation	False	False
1428	CESB85	ces	Czech	1985	Ecumenical Translation	False	False
1429	CESCSP	ces	Czech	2009	Czech Study Version	False	False
1430	CESK13	ces	Czech	1613	Bible of Kralice	False	False
1431	CESKMS	ces	Czech	1994	Czech New Testament, KMS Translation	False	False
1432	CESNKB	ces	Czech	1564	New Kralice Bible	False	False
1433	CESSNC	ces	Czech	2000	Word on the Road Bible	False	False
1434	CESCEPDT	ces	Czech	1985	Today's Czech Version	False	False
1435	KZFLAI	kzf	Da'a Kaili	1998	Da'a Kaili 1998 Today's Da'a Version	True	True
1436	DAONEW	dao	Daai Chin	1996	Daai Chin New Testament	False	False
1437	DSHBTL	dsh	Daasanach	2014	The New Testament in Daasanach	True	True
1438	DSHGEN	dsh	Daasanach	2000	Genesis in the Daasanach Language of Kenya	False	False
1439	DBQ015	dbq	Daba	2015	The New Testament in Daba	False	False
1440	MPSTBL	mps	Dadibi	2002	The Bible without Deuterocanon in Dadibi	False	False
1441	DGZWBT	dgz	Daga	2004	Daga 2004 Edition	True	True
1442	DAGFUL	dag	Dagbani	1982	Dagbani 2007 Edition	False	False
1443	DAKDNT	dak	Dakota	1871	The New Testament in the Dakota language	False	False
